date,protocol,tvl
2022-07-17,polytrade,116091
2022-07-17,swarm-markets,411342
2022-07-17,truefi,6122941
2022-07-18,centrifuge,3707139
2022-07-18,credix,102118
2022-07-18,goldfinch,1814223
2022-07-18,maple-finance,8917025
2022-07-18,polytrade,161631
2022-07-18,swarm-markets,381010
2022-07-18,truefi,16009701
2022-07-19,centrifuge,3731408
2022-07-19,credix,102017
2022-07-19,goldfinch,1967558
2022-07-19,maple-finance,8917130
2022-07-19,polytrade,161868
2022-07-19,swarm-markets,429641
2022-07-19,truefi,15554842
2022-07-20,centrifuge,3731846
2022-07-20,credix,106800
2022-07-20,goldfinch,1905079
2022-07-20,maple-finance,8784471
2022-07-20,polytrade,165658
2022-07-20,swarm-markets,412665
2022-07-20,truefi,15443304
2022-07-21,centrifuge,3722739
2022-07-21,credix,106688
2022-07-21,goldfinch,1899624
2022-07-21,maple-finance,5951668
2022-07-21,polytrade,166453
2022-07-21,swarm-markets,421132
2022-07-21,truefi,15508339
2022-07-22,centrifuge,3728699
2022-07-22,credix,106920
2022-07-22,goldfinch,1903930
2022-07-22,maple-finance,8515987
2022-07-22,polytrade,166547
2022-07-22,swarm-markets,432365
2022-07-22,truefi,10165470
2022-07-23,centrifuge,3724591
2022-07-23,credix,106920
2022-07-23,goldfinch,1891533
2022-07-23,maple-finance,8483652
2022-07-23,polytrade,166563
2022-07-23,swarm-markets,168302
2022-07-23,truefi,10135398
2022-07-24,centrifuge,3736149
2022-07-24,credix,107133
2022-07-24,goldfinch,1973817
2022-07-24,maple-finance,13525827
2022-07-24,polytrade,166522
2022-07-24,swarm-markets,170743
2022-07-24,truefi,9816434
2022-07-25,centrifuge,3724833
2022-07-25,credix,107027
2022-07-25,goldfinch,1971473
2022-07-25,maple-finance,18601027
2022-07-25,polytrade,166493
2022-07-25,swarm-markets,407950
2022-07-25,truefi,9755312
2022-07-26,centrifuge,3728699
2022-07-26,credix,106920
2022-07-26,goldfinch,1953331
2022-07-26,maple-finance,23587403
2022-07-26,polytrade,173441
2022-07-26,swarm-markets,363074
2022-07-26,truefi,5111352
2022-07-27,centrifuge,3723633
2022-07-27,credix,106794
2022-07-27,goldfinch,1950845
2022-07-27,maple-finance,23558674
2022-07-27,polytrade,173310
2022-07-27,swarm-markets,373602
2022-07-27,truefi,5171452
2022-07-28,centrifuge,3718783
2022-07-28,credix,106704
2022-07-28,goldfinch,1950538
2022-07-28,maple-finance,7078690
2022-07-28,polytrade,173736
2022-07-28,swarm-markets,453982
2022-07-28,truefi,5269122
2022-07-29,centrifuge,3716820
2022-07-29,credix,106651
2022-07-29,goldfinch,1955634
2022-07-29,maple-finance,12777841
2022-07-29,polytrade,174071
2022-07-29,swarm-markets,502636
2022-07-29,truefi,5195886
2022-07-30,centrifuge,3723421
2022-07-30,credix,106920
2022-07-30,goldfinch,1951242
2022-07-30,maple-finance,12471050
2022-07-30,polytrade,173541
2022-07-30,swarm-markets,477763
2022-07-30,truefi,5390265
2022-07-31,centrifuge,3728699
2022-07-31,credix,107027
2022-07-31,goldfinch,1946435
2022-07-31,maple-finance,10032750
2022-07-31,polytrade,173677
2022-07-31,swarm-markets,377516
2022-07-31,truefi,5625726
2022-08-01,centrifuge,3728699
2022-08-01,credix,140844
2022-08-01,goldfinch,1950099
2022-08-01,maple-finance,15142548
2022-08-01,polytrade,173606
2022-08-01,swarm-markets,380608
2022-08-01,truefi,5420312
2022-08-02,centrifuge,3720597
2022-08-02,credix,140844
2022-08-02,goldfinch,1793492
2022-08-02,maple-finance,5450524
2022-08-02,polytrade,180067
2022-08-02,swarm-markets,381402
2022-08-02,truefi,5264357
2022-08-03,centrifuge,4407139
2022-08-03,credix,160201
2022-08-03,goldfinch,1722347
2022-08-03,maple-finance,40125576
2022-08-03,polytrade,179888
2022-08-03,swarm-markets,363004
2022-08-03,truefi,16719750
2022-08-04,centrifuge,4464425
2022-08-04,credix,193984
2022-08-04,goldfinch,1760333
2022-08-04,maple-finance,35108155
2022-08-04,polytrade,189781
2022-08-04,swarm-markets,359721
2022-08-04,truefi,5679282
2022-08-05,centrifuge,3782544
2022-08-05,credix,214704
2022-08-05,goldfinch,1704910
2022-08-05,maple-finance,35044841
2022-08-05,polytrade,189579
2022-08-05,swarm-markets,379436
2022-08-05,truefi,5808743
2022-08-06,centrifuge,3783369
2022-08-06,credix,214771
2022-08-06,goldfinch,1632371
2022-08-06,maple-finance,28345845
2022-08-06,polytrade,189484
2022-08-06,swarm-markets,405328
2022-08-06,truefi,6018804
2022-08-07,centrifuge,3782256
2022-08-07,credix,214683
2022-08-07,goldfinch,1629720
2022-08-07,maple-finance,28178010
2022-08-07,polytrade,189519
2022-08-07,swarm-markets,460388
2022-08-07,truefi,11240207
2022-08-08,centrifuge,3794237
2022-08-08,credix,215005
2022-08-08,goldfinch,1631863
2022-08-08,maple-finance,24852990
2022-08-08,polytrade,189693
2022-08-08,swarm-markets,440233
2022-08-08,truefi,10247374
2022-08-09,centrifuge,3794237
2022-08-09,credix,215220
2022-08-09,goldfinch,1643136
2022-08-09,maple-finance,24378469
2022-08-09,polytrade,189632
2022-08-09,swarm-markets,417215
2022-08-09,truefi,9897613
2022-08-10,centrifuge,4151879
2022-08-10,credix,16073
2022-08-10,goldfinch,1650097
2022-08-10,maple-finance,47427884
2022-08-10,polytrade,189600
2022-08-10,swarm-markets,445198
2022-08-10,truefi,5532660
2022-08-11,centrifuge,4143591
2022-08-11,credix,16057
2022-08-11,goldfinch,1643051
2022-08-11,maple-finance,58077522
2022-08-11,polytrade,189676
2022-08-11,swarm-markets,461553
2022-08-11,truefi,5477813
2022-08-12,centrifuge,4138777
2022-08-12,credix,82978
2022-08-12,goldfinch,1637986
2022-08-12,maple-finance,43151783
2022-08-12,polytrade,62554
2022-08-12,swarm-markets,393025
2022-08-12,truefi,5979959
2022-08-13,centrifuge,4147735
2022-08-13,credix,83061
2022-08-13,goldfinch,1642030
2022-08-13,maple-finance,45297498
2022-08-13,polytrade,62603
2022-08-13,swarm-markets,430708
2022-08-13,truefi,28717455
2022-08-14,centrifuge,4147735
2022-08-14,credix,83061
2022-08-14,goldfinch,1615910
2022-08-14,maple-finance,12861387
2022-08-14,polytrade,62468
2022-08-14,swarm-markets,479179
2022-08-14,truefi,10182302
2022-08-15,centrifuge,4143591
2022-08-15,credix,7978
2022-08-15,goldfinch,1676115
2022-08-15,maple-finance,10117153
2022-08-15,polytrade,62591
2022-08-15,swarm-markets,454987
2022-08-15,truefi,24876736
2022-08-16,centrifuge,4147735
2022-08-16,credix,19247
2022-08-16,goldfinch,1670125
2022-08-16,maple-finance,26240778
2022-08-16,polytrade,62572
2022-08-16,swarm-markets,505718
2022-08-16,truefi,16575157
2022-08-17,centrifuge,4147735
2022-08-17,credix,19247
2022-08-17,goldfinch,1645491
2022-08-17,maple-finance,52714876
2022-08-17,polytrade,62571
2022-08-17,swarm-markets,483141
2022-08-17,truefi,22539315
2022-08-18,centrifuge,4112962
2022-08-18,credix,28654
2022-08-18,goldfinch,1661465
2022-08-18,maple-finance,27288406
2022-08-18,polytrade,62898
2022-08-18,swarm-markets,484228
2022-08-18,truefi,22401805
2022-08-19,centrifuge,4119085
2022-08-19,credix,3633
2022-08-19,goldfinch,1688751
2022-08-19,maple-finance,42224904
2022-08-19,polytrade,62968
2022-08-19,swarm-markets,512972
2022-08-19,truefi,17282901
2022-08-20,centrifuge,4112485
2022-08-20,credix,3629
2022-08-20,goldfinch,1684838
2022-08-20,maple-finance,41000698
2022-08-20,polytrade,62769
2022-08-20,swarm-markets,448407
2022-08-20,truefi,14430450
2022-08-21,centrifuge,4123200
2022-08-21,credix,3636
2022-08-21,goldfinch,1685371
2022-08-21,maple-finance,40543548
2022-08-21,polytrade,62845
2022-08-21,swarm-markets,368455
2022-08-21,truefi,14490998
2022-08-22,centrifuge,4195986
2022-08-22,credix,3629
2022-08-22,goldfinch,1650574
2022-08-22,maple-finance,52218684
2022-08-22,polytrade,62709
2022-08-22,swarm-markets,452009
2022-08-22,truefi,16554193
2022-08-23,centrifuge,3591353
2022-08-23,credix,3629
2022-08-23,goldfinch,1645816
2022-08-23,maple-finance,49929657
2022-08-23,polytrade,62750
2022-08-23,swarm-markets,291200
2022-08-23,truefi,16719145
2022-08-24,centrifuge,3591152
2022-08-24,credix,2202015
2022-08-24,goldfinch,1659497
2022-08-24,maple-finance,50294383
2022-08-24,polytrade,62824
2022-08-24,swarm-markets,427227
2022-08-24,truefi,16764418
2022-08-25,centrifuge,3598536
2022-08-25,credix,2210236
2022-08-25,goldfinch,1684379
2022-08-25,maple-finance,56121558
2022-08-25,polytrade,62846
2022-08-25,swarm-markets,461201
2022-08-25,truefi,16477437
2022-08-26,centrifuge,3591353
2022-08-26,credix,3640
2022-08-26,goldfinch,1685827
2022-08-26,maple-finance,66759551
2022-08-26,polytrade,62967
2022-08-26,swarm-markets,382720
2022-08-26,truefi,16363698
2022-08-27,centrifuge,3594944
2022-08-27,credix,3629
2022-08-27,goldfinch,1674897
2022-08-27,maple-finance,59796654
2022-08-27,polytrade,62787
2022-08-27,swarm-markets,405859
2022-08-27,truefi,17320223
2022-08-28,centrifuge,3594944
2022-08-28,credix,3629
2022-08-28,goldfinch,1665428
2022-08-28,maple-finance,58349455
2022-08-28,polytrade,63055
2022-08-28,swarm-markets,345609
2022-08-28,truefi,17260709
2022-08-29,centrifuge,3644994
2022-08-29,credix,3629
2022-08-29,goldfinch,1666507
2022-08-29,maple-finance,47359424
2022-08-29,polytrade,62906
2022-08-29,swarm-markets,346832
2022-08-29,truefi,17356935
2022-08-30,centrifuge,3589848
2022-08-30,credix,3626
2022-08-30,goldfinch,1595426
2022-08-30,maple-finance,34025246
2022-08-30,polytrade,62817
2022-08-30,swarm-markets,535465
2022-08-30,truefi,16840834
2022-08-31,centrifuge,3587589
2022-08-31,credix,37317
2022-08-31,goldfinch,1615287
2022-08-31,maple-finance,34019339
2022-08-31,polytrade,62718
2022-08-31,swarm-markets,152407
2022-08-31,truefi,17121915
2022-09-01,centrifuge,3590714
2022-09-01,credix,4376
2022-09-01,goldfinch,1591908
2022-09-01,maple-finance,100929614
2022-09-01,polytrade,62882
2022-09-01,swarm-markets,397436
2022-09-01,truefi,16864968
2022-09-02,centrifuge,3591353
2022-09-02,credix,23877
2022-09-02,goldfinch,1589432
2022-09-02,maple-finance,43194389
2022-09-02,polytrade,62834
2022-09-02,swarm-markets,393196
2022-09-02,truefi,15919599
2022-09-03,centrifuge,3591353
2022-09-03,credix,23877
2022-09-03,goldfinch,1590644
2022-09-03,maple-finance,38001629
2022-09-03,polytrade,62852
2022-09-03,swarm-markets,376526
2022-09-03,truefi,26149469
2022-09-04,centrifuge,3594944
2022-09-04,credix,23877
2022-09-04,goldfinch,1590381
2022-09-04,maple-finance,33982357
2022-09-04,polytrade,62904
2022-09-04,swarm-markets,382326
2022-09-04,truefi,14335663
2022-09-05,centrifuge,3594944
2022-09-05,credix,190795
2022-09-05,goldfinch,1596077
2022-09-05,maple-finance,59742926
2022-09-05,polytrade,85087
2022-09-05,swarm-markets,380824
2022-09-05,truefi,17064913
2022-09-06,centrifuge,3591353
2022-09-06,credix,211596
2022-09-06,goldfinch,1580624
2022-09-06,maple-finance,79468600
2022-09-06,polytrade,85127
2022-09-06,swarm-markets,357822
2022-09-06,truefi,16975953
2022-09-07,centrifuge,3594944
2022-09-07,credix,211604
2022-09-07,goldfinch,1602501
2022-09-07,maple-finance,79996659
2022-09-07,polytrade,85181
2022-09-07,swarm-markets,345400
2022-09-07,truefi,20486486
2022-09-08,centrifuge,3724202
2022-09-08,credix,180541
2022-09-08,goldfinch,1599703
2022-09-08,maple-finance,75057865
2022-09-08,polytrade,85201
2022-09-08,swarm-markets,350209
2022-09-08,truefi,20727363
2022-09-09,centrifuge,3775003
2022-09-09,credix,2613
2022-09-09,goldfinch,1602443
2022-09-09,maple-finance,59311312
2022-09-09,polytrade,85220
2022-09-09,swarm-markets,165692
2022-09-09,truefi,21125853
2022-09-10,centrifuge,3770488
2022-09-10,credix,2613
2022-09-10,goldfinch,1596839
2022-09-10,maple-finance,54077090
2022-09-10,polytrade,85303
2022-09-10,swarm-markets,395303
2022-09-10,truefi,21065356
2022-09-11,centrifuge,3770359
2022-09-11,credix,2613
2022-09-11,goldfinch,1592017
2022-09-11,maple-finance,50613946
2022-09-11,polytrade,85361
2022-09-11,swarm-markets,388178
2022-09-11,truefi,21046747
2022-09-12,centrifuge,3792071
2022-09-12,credix,2607
2022-09-12,goldfinch,1596075
2022-09-12,maple-finance,18683033
2022-09-12,polytrade,85221
2022-09-12,swarm-markets,423399
2022-09-12,truefi,20369009
2022-09-13,centrifuge,3742845
2022-09-13,credix,13289
2022-09-13,goldfinch,1589033
2022-09-13,maple-finance,25300519
2022-09-13,polytrade,85159
2022-09-13,swarm-markets,190910
2022-09-13,truefi,15159470
2022-09-14,centrifuge,4107443
2022-09-14,credix,13311
2022-09-14,goldfinch,1587565
2022-09-14,maple-finance,12920166
2022-09-14,polytrade,85184
2022-09-14,swarm-markets,394401
2022-09-14,truefi,15057644
2022-09-15,centrifuge,4107443
2022-09-15,credix,13280
2022-09-15,goldfinch,1633380
2022-09-15,maple-finance,13805487
2022-09-15,polytrade,85323
2022-09-15,swarm-markets,285226
2022-09-15,truefi,15018650
2022-09-16,centrifuge,4107443
2022-09-16,credix,22695
2022-09-16,goldfinch,1658210
2022-09-16,maple-finance,21924236
2022-09-16,polytrade,85106
2022-09-16,swarm-markets,293000
2022-09-16,truefi,21999195
2022-09-17,centrifuge,4107443
2022-09-17,credix,22718
2022-09-17,goldfinch,1641431
2022-09-17,maple-finance,17579918
2022-09-17,polytrade,85195
2022-09-17,swarm-markets,329911
2022-09-17,truefi,22357453
2022-09-18,centrifuge,4107443
2022-09-18,credix,22695
2022-09-18,goldfinch,1599072
2022-09-18,maple-finance,17012040
2022-09-18,polytrade,85277
2022-09-18,swarm-markets,323577
2022-09-18,truefi,24671302
2022-09-19,centrifuge,4107443
2022-09-19,credix,22718
2022-09-19,goldfinch,1572437
2022-09-19,maple-finance,25220134
2022-09-19,polytrade,85126
2022-09-19,swarm-markets,330504
2022-09-19,truefi,21179590
2022-09-20,centrifuge,4107443
2022-09-20,credix,22681
2022-09-20,goldfinch,1529306
2022-09-20,maple-finance,12222851
2022-09-20,polytrade,85318
2022-09-20,swarm-markets,323356
2022-09-20,truefi,23707724
2022-09-21,centrifuge,4844610
2022-09-21,credix,22718
2022-09-21,goldfinch,1528473
2022-09-21,maple-finance,14066463
2022-09-21,polytrade,85351
2022-09-21,swarm-markets,300954
2022-09-21,truefi,21870800
2022-09-22,centrifuge,4849450
2022-09-22,credix,22695
2022-09-22,goldfinch,1526195
2022-09-22,maple-finance,11156080
2022-09-22,polytrade,85515
2022-09-22,swarm-markets,292066
2022-09-22,truefi,18401804
2022-09-23,centrifuge,4844610
2022-09-23,credix,22695
2022-09-23,goldfinch,1577289
2022-09-23,maple-finance,8484946
2022-09-23,polytrade,85557
2022-09-23,swarm-markets,315968
2022-09-23,truefi,24410580
2022-09-24,centrifuge,4837757
2022-09-24,credix,44532
2022-09-24,goldfinch,1558317
2022-09-24,maple-finance,7955631
2022-09-24,polytrade,85359
2022-09-24,swarm-markets,325403
2022-09-24,truefi,24403310
2022-09-25,centrifuge,4854290
2022-09-25,credix,44621
2022-09-25,goldfinch,1562253
2022-09-25,maple-finance,15001375
2022-09-25,polytrade,85343
2022-09-25,swarm-markets,303726
2022-09-25,truefi,24977891
2022-09-26,centrifuge,4832554
2022-09-26,credix,44419
2022-09-26,goldfinch,1558034
2022-09-26,maple-finance,13034576
2022-09-26,polytrade,85241
2022-09-26,swarm-markets,306346
2022-09-26,truefi,21497544
2022-09-27,centrifuge,4849450
2022-09-27,credix,44621
2022-09-27,goldfinch,1533650
2022-09-27,maple-finance,13049793
2022-09-27,polytrade,85380
2022-09-27,swarm-markets,297882
2022-09-27,truefi,21729248
2022-09-28,centrifuge,5010515
2022-09-28,credix,44622
2022-09-28,goldfinch,1582577
2022-09-28,maple-finance,13027388
2022-09-28,polytrade,85587
2022-09-28,swarm-markets,294640
2022-09-28,truefi,21947602
2022-09-29,centrifuge,8125618
2022-09-29,credix,44577
2022-09-29,goldfinch,1558313
2022-09-29,maple-finance,9701068
2022-09-29,polytrade,90151
2022-09-29,swarm-markets,281940
2022-09-29,truefi,23002217
2022-09-30,centrifuge,6706488
2022-09-30,credix,78361
2022-09-30,goldfinch,826882
2022-09-30,maple-finance,10002785
2022-09-30,polytrade,90584
2022-09-30,swarm-markets,283789
2022-09-30,truefi,22014567
2022-10-01,centrifuge,6170280
2022-10-01,credix,78392
2022-10-01,goldfinch,790939
2022-10-01,maple-finance,9905922
2022-10-01,polytrade,90457
2022-10-01,swarm-markets,300410
2022-10-01,truefi,22062358
2022-10-02,centrifuge,6157964
2022-10-02,credix,13810
2022-10-02,goldfinch,785886
2022-10-02,maple-finance,9820829
2022-10-02,polytrade,90559
2022-10-02,swarm-markets,299270
2022-10-02,truefi,21903136
2022-10-03,centrifuge,5495835
2022-10-03,credix,33321
2022-10-03,goldfinch,775230
2022-10-03,maple-finance,9919165
2022-10-03,polytrade,100310
2022-10-03,ribbon-lend,7673120
2022-10-03,swarm-markets,306106
2022-10-03,truefi,22321460
2022-10-04,centrifuge,5263418
2022-10-04,credix,13288
2022-10-04,goldfinch,748383
2022-10-04,maple-finance,10117969
2022-10-04,polytrade,100382
2022-10-04,ribbon-lend,4107585
2022-10-04,swarm-markets,154045
2022-10-04,truefi,34208795
2022-10-05,centrifuge,5294331
2022-10-05,credix,13314
2022-10-05,goldfinch,746626
2022-10-05,maple-finance,3603794
2022-10-05,polytrade,100239
2022-10-05,ribbon-lend,5943777
2022-10-05,swarm-markets,283401
2022-10-05,truefi,33666998
2022-10-06,centrifuge,5267991
2022-10-06,credix,103391
2022-10-06,goldfinch,742326
2022-10-06,maple-finance,5749666
2022-10-06,polytrade,57823
2022-10-06,ribbon-lend,6526700
2022-10-06,swarm-markets,272457
2022-10-06,truefi,35574208
2022-10-07,centrifuge,5664649
2022-10-07,credix,109542
2022-10-07,goldfinch,764342
2022-10-07,maple-finance,9357485
2022-10-07,polytrade,21388
2022-10-07,ribbon-lend,6669838
2022-10-07,swarm-markets,293782
2022-10-07,truefi,35809651
2022-10-08,centrifuge,5673689
2022-10-08,credix,109665
2022-10-08,goldfinch,759053
2022-10-08,maple-finance,14218817
2022-10-08,polytrade,21334
2022-10-08,ribbon-lend,6375063
2022-10-08,swarm-markets,290573
2022-10-08,truefi,35680023
2022-10-09,centrifuge,5657603
2022-10-09,credix,109366
2022-10-09,goldfinch,757878
2022-10-09,maple-finance,12730464
2022-10-09,polytrade,21343
2022-10-09,ribbon-lend,6126345
2022-10-09,swarm-markets,276938
2022-10-09,truefi,35722884
2022-10-10,centrifuge,5444830
2022-10-10,credix,113352
2022-10-10,goldfinch,760448
2022-10-10,maple-finance,12133915
2022-10-10,polytrade,21332
2022-10-10,ribbon-lend,2962545
2022-10-10,swarm-markets,270283
2022-10-10,truefi,34701743
2022-10-11,centrifuge,4600925
2022-10-11,credix,172583
2022-10-11,goldfinch,784944
2022-10-11,maple-finance,3306900
2022-10-11,polytrade,21352
2022-10-11,ribbon-lend,2932810
2022-10-11,swarm-markets,149555
2022-10-11,truefi,31295574
2022-10-12,centrifuge,4298866
2022-10-12,credix,172584
2022-10-12,goldfinch,777269
2022-10-12,maple-finance,13116372
2022-10-12,polytrade,21508
2022-10-12,ribbon-lend,1822819
2022-10-12,swarm-markets,279002
2022-10-12,truefi,36432328
2022-10-13,centrifuge,4301941
2022-10-13,credix,193552
2022-10-13,goldfinch,772581
2022-10-13,maple-finance,3174928
2022-10-13,polytrade,21519
2022-10-13,ribbon-lend,3691078
2022-10-13,swarm-markets,278493
2022-10-13,truefi,33560493
2022-10-14,centrifuge,4303000
2022-10-14,credix,199183
2022-10-14,goldfinch,813328
2022-10-14,maple-finance,3720888
2022-10-14,polytrade,21519
2022-10-14,ribbon-lend,10408128
2022-10-14,swarm-markets,150661
2022-10-14,truefi,33554553
2022-10-15,centrifuge,4302871
2022-10-15,credix,198984
2022-10-15,goldfinch,812955
2022-10-15,maple-finance,3725465
2022-10-15,polytrade,21520
2022-10-15,ribbon-lend,12977275
2022-10-15,swarm-markets,270625
2022-10-15,truefi,38260811
2022-10-16,centrifuge,4301480
2022-10-16,credix,198779
2022-10-16,goldfinch,811096
2022-10-16,maple-finance,3670973
2022-10-16,polytrade,21529
2022-10-16,ribbon-lend,17086026
2022-10-16,swarm-markets,271898
2022-10-16,truefi,30938965
2022-10-17,centrifuge,4202303
2022-10-17,credix,210061
2022-10-17,goldfinch,836569
2022-10-17,maple-finance,3599651
2022-10-17,polytrade,21542
2022-10-17,ribbon-lend,10141044
2022-10-17,swarm-markets,278481
2022-10-17,truefi,34833928
2022-10-18,centrifuge,4197488
2022-10-18,credix,209851
2022-10-18,goldfinch,841518
2022-10-18,maple-finance,7443820
2022-10-18,polytrade,21482
2022-10-18,ribbon-lend,5315555
2022-10-18,swarm-markets,280731
2022-10-18,truefi,38463332
2022-10-19,centrifuge,4024573
2022-10-19,credix,211853
2022-10-19,goldfinch,841022
2022-10-19,maple-finance,7474187
2022-10-19,polytrade,21533
2022-10-19,ribbon-lend,10529597
2022-10-19,swarm-markets,279187
2022-10-19,truefi,38531376
2022-10-20,centrifuge,4098586
2022-10-20,credix,210772
2022-10-20,goldfinch,869064
2022-10-20,maple-finance,22330115
2022-10-20,polytrade,21504
2022-10-20,ribbon-lend,7137525
2022-10-20,swarm-markets,270116
2022-10-20,truefi,39225744
2022-10-21,centrifuge,4096385
2022-10-21,credix,461718
2022-10-21,goldfinch,861142
2022-10-21,maple-finance,21900175
2022-10-21,polytrade,21633
2022-10-21,ribbon-lend,7964135
2022-10-21,swarm-markets,279976
2022-10-21,truefi,38356999
2022-10-22,centrifuge,4096385
2022-10-22,credix,461790
2022-10-22,goldfinch,856315
2022-10-22,maple-finance,12542848
2022-10-22,polytrade,21643
2022-10-22,ribbon-lend,9461585
2022-10-22,swarm-markets,147910
2022-10-22,truefi,41915226
2022-10-23,centrifuge,4096385
2022-10-23,credix,462773
2022-10-23,goldfinch,867648
2022-10-23,maple-finance,22064904
2022-10-23,polytrade,21672
2022-10-23,ribbon-lend,11067347
2022-10-23,swarm-markets,289764
2022-10-23,truefi,42429606
2022-10-24,centrifuge,4096385
2022-10-24,credix,490198
2022-10-24,goldfinch,867807
2022-10-24,maple-finance,22190990
2022-10-24,polytrade,21648
2022-10-24,ribbon-lend,10627890
2022-10-24,swarm-markets,293822
2022-10-24,truefi,41643033
2022-10-25,centrifuge,4032114
2022-10-25,credix,481455
2022-10-25,goldfinch,835627
2022-10-25,maple-finance,22245180
2022-10-25,polytrade,21738
2022-10-25,ribbon-lend,12459660
2022-10-25,swarm-markets,316335
2022-10-25,truefi,47190530
2022-10-26,centrifuge,3686109
2022-10-26,credix,480974
2022-10-26,goldfinch,871042
2022-10-26,maple-finance,22184164
2022-10-26,polytrade,21898
2022-10-26,ribbon-lend,13140459
2022-10-26,swarm-markets,332834
2022-10-26,truefi,41352861
2022-10-27,centrifuge,3686109
2022-10-27,credix,482396
2022-10-27,goldfinch,876325
2022-10-27,maple-finance,25054926
2022-10-27,polytrade,21877
2022-10-27,ribbon-lend,10166779
2022-10-27,swarm-markets,346838
2022-10-27,truefi,40686303
2022-10-28,centrifuge,3683864
2022-10-28,credix,3014926
2022-10-28,goldfinch,856011
2022-10-28,maple-finance,29807345
2022-10-28,polytrade,21857
2022-10-28,ribbon-lend,10386385
2022-10-28,swarm-markets,344586
2022-10-28,truefi,40640930
2022-10-29,centrifuge,3683621
2022-10-29,credix,3015665
2022-10-29,goldfinch,856375
2022-10-29,maple-finance,24846949
2022-10-29,polytrade,21850
2022-10-29,ribbon-lend,10316141
2022-10-29,swarm-markets,332731
2022-10-29,truefi,44645518
2022-10-30,centrifuge,3682176
2022-10-30,credix,3015665
2022-10-30,goldfinch,849434
2022-10-30,maple-finance,24601061
2022-10-30,polytrade,21876
2022-10-30,ribbon-lend,13408970
2022-10-30,swarm-markets,326614
2022-10-30,truefi,44615036
2022-10-31,centrifuge,3686109
2022-10-31,credix,3015665
2022-10-31,goldfinch,838612
2022-10-31,maple-finance,15959885
2022-10-31,polytrade,21871
2022-10-31,ribbon-lend,14990408
2022-10-31,swarm-markets,318737
2022-10-31,truefi,45326241
2022-11-01,centrifuge,3686109
2022-11-01,credix,2123973
2022-11-01,goldfinch,836941
2022-11-01,maple-finance,17874355
2022-11-01,polytrade,21897
2022-11-01,ribbon-lend,16494151
2022-11-01,swarm-markets,324826
2022-11-01,truefi,42716644
2022-11-02,centrifuge,3679880
2022-11-02,credix,2122843
2022-11-02,goldfinch,834680
2022-11-02,maple-finance,18133467
2022-11-02,polytrade,21878
2022-11-02,ribbon-lend,17187338
2022-11-02,swarm-markets,303758
2022-11-02,truefi,41116770
2022-11-03,centrifuge,4691064
2022-11-03,credix,2134621
2022-11-03,goldfinch,833628
2022-11-03,maple-finance,18974098
2022-11-03,polytrade,21902
2022-11-03,ribbon-lend,17406471
2022-11-03,swarm-markets,307295
2022-11-03,truefi,41151648
2022-11-04,centrifuge,3647574
2022-11-04,credix,2145773
2022-11-04,goldfinch,826337
2022-11-04,maple-finance,13367099
2022-11-04,polytrade,21885
2022-11-04,ribbon-lend,17871465
2022-11-04,swarm-markets,317414
2022-11-04,truefi,42476265
2022-11-05,centrifuge,3669464
2022-11-05,credix,2154230
2022-11-05,goldfinch,815224
2022-11-05,maple-finance,13454463
2022-11-05,polytrade,21897
2022-11-05,ribbon-lend,22549846
2022-11-05,swarm-markets,314020
2022-11-05,truefi,42885571
2022-11-06,centrifuge,3679522
2022-11-06,credix,2156142
2022-11-06,goldfinch,809349
2022-11-06,maple-finance,14486970
2022-11-06,polytrade,21875
2022-11-06,ribbon-lend,20645623
2022-11-06,swarm-markets,306359
2022-11-06,truefi,43002453
2022-11-07,centrifuge,3425600
2022-11-07,credix,2192082
2022-11-07,goldfinch,825812
2022-11-07,maple-finance,22635971
2022-11-07,polytrade,21889
2022-11-07,ribbon-lend,9826544
2022-11-07,swarm-markets,323833
2022-11-07,truefi,43484406
2022-11-08,centrifuge,3417565
2022-11-08,credix,2028431
2022-11-08,goldfinch,821955
2022-11-08,maple-finance,56404122
2022-11-08,polytrade,21895
2022-11-08,ribbon-lend,5308309
2022-11-08,swarm-markets,306602
2022-11-08,truefi,21993300
2022-11-09,centrifuge,3439289
2022-11-09,credix,1285876
2022-11-09,goldfinch,823034
2022-11-09,maple-finance,58835257
2022-11-09,polytrade,22059
2022-11-09,ribbon-lend,2663008
2022-11-09,swarm-markets,275479
2022-11-09,truefi,19837170
2022-11-10,centrifuge,3432444
2022-11-10,credix,1123579
2022-11-10,goldfinch,836139
2022-11-10,maple-finance,68939876
2022-11-10,polytrade,22013
2022-11-10,ribbon-lend,4184935
2022-11-10,swarm-markets,279905
2022-11-10,truefi,12458952
2022-11-11,centrifuge,3432444
2022-11-11,credix,1134850
2022-11-11,goldfinch,832880
2022-11-11,maple-finance,68856609
2022-11-11,polytrade,22051
2022-11-11,ribbon-lend,2499995
2022-11-11,swarm-markets,261560
2022-11-11,truefi,11055915
2022-11-12,centrifuge,3425600
2022-11-12,credix,1137120
2022-11-12,goldfinch,800391
2022-11-12,maple-finance,117187712
2022-11-12,polytrade,22001
2022-11-12,ribbon-lend,8987888
2022-11-12,swarm-markets,229851
2022-11-12,truefi,12302435
2022-11-13,centrifuge,3432444
2022-11-13,credix,974105
2022-11-13,goldfinch,795104
2022-11-13,maple-finance,135762808
2022-11-13,polytrade,17020
