date,protocol,tvl
2023-08-06,truefi,1143694
2023-08-07,centrifuge,985058
2023-08-07,credix,1069385
2023-08-07,goldfinch,1224158
2023-08-07,maple-finance,4855727
2023-08-07,ondo-finance,162908103
2023-08-07,polytrade,40
2023-08-07,ribbon-lend,121838
2023-08-07,swarm-markets,848368
2023-08-07,truefi,1170396
2023-08-08,centrifuge,985388
2023-08-08,credix,889588
2023-08-08,goldfinch,1025548
2023-08-08,maple-finance,4983808
2023-08-08,ondo-finance,158666367
2023-08-08,polytrade,40
2023-08-08,ribbon-lend,121663
2023-08-08,swarm-markets,874072
2023-08-08,truefi,1181164
2023-08-09,centrifuge,984509
2023-08-09,credix,938680
2023-08-09,goldfinch,1024862
2023-08-09,maple-finance,3936868
2023-08-09,ondo-finance,158569415
2023-08-09,polytrade,40
2023-08-09,ribbon-lend,121567
2023-08-09,swarm-markets,811605
2023-08-09,truefi,1205067
2023-08-10,centrifuge,985388
2023-08-10,credix,1043689
2023-08-10,goldfinch,1013121
2023-08-10,maple-finance,5062954
2023-08-10,ondo-finance,164674400
2023-08-10,polytrade,40
2023-08-10,ribbon-lend,121066
2023-08-10,swarm-markets,857333
2023-08-10,truefi,1205536
2023-08-11,centrifuge,985388
2023-08-11,credix,1049218
2023-08-11,goldfinch,1000696
2023-08-11,maple-finance,5061137
2023-08-11,ondo-finance,163893435
2023-08-11,polytrade,40
2023-08-11,ribbon-lend,121065
2023-08-11,swarm-markets,876077
2023-08-11,truefi,1218563
2023-08-12,centrifuge,985149
2023-08-12,credix,1106241
2023-08-12,goldfinch,1121027
2023-08-12,maple-finance,5060720
2023-08-12,ondo-finance,163859017
2023-08-12,polytrade,40
2023-08-12,ribbon-lend,120058
2023-08-12,swarm-markets,891872
2023-08-12,truefi,1222867
2023-08-13,centrifuge,984945
2023-08-13,credix,1122945
2023-08-13,goldfinch,1133396
2023-08-13,maple-finance,3849022
2023-08-13,ondo-finance,163894747
2023-08-13,polytrade,40
2023-08-13,ribbon-lend,120058
2023-08-13,swarm-markets,857055
2023-08-13,truefi,1161514
2023-08-14,centrifuge,985346
2023-08-14,credix,1149218
2023-08-14,goldfinch,1093288
2023-08-14,maple-finance,2791066
2023-08-14,ondo-finance,162791780
2023-08-14,polytrade,40
2023-08-14,ribbon-lend,120058
2023-08-14,swarm-markets,855898
2023-08-14,truefi,1225382
2023-08-15,centrifuge,984903
2023-08-15,credix,1321906
2023-08-15,goldfinch,1250272
2023-08-15,maple-finance,2870011
2023-08-15,ondo-finance,162292413
2023-08-15,polytrade,40
2023-08-15,ribbon-lend,120058
2023-08-15,swarm-markets,920442
2023-08-15,truefi,1184954
2023-08-16,centrifuge,985273
2023-08-16,credix,1320490
2023-08-16,goldfinch,1226435
2023-08-16,maple-finance,3122704
2023-08-16,ondo-finance,162090502
2023-08-16,polytrade,40
2023-08-16,ribbon-lend,119803
2023-08-16,swarm-markets,913970
2023-08-16,truefi,1091591
2023-08-17,centrifuge,985041
2023-08-17,credix,673069
2023-08-17,goldfinch,1307062
2023-08-17,maple-finance,3525974
2023-08-17,ondo-finance,160860325
2023-08-17,polytrade,40
2023-08-17,ribbon-lend,119355
2023-08-17,swarm-markets,877064
2023-08-17,truefi,1047539
2023-08-18,centrifuge,984917
2023-08-18,credix,479060
2023-08-18,goldfinch,1301900
2023-08-18,maple-finance,1930027
2023-08-18,ondo-finance,154602616
2023-08-18,polytrade,40
2023-08-18,ribbon-lend,119678
2023-08-18,swarm-markets,850500
2023-08-18,truefi,1072818
2023-08-19,centrifuge,985388
2023-08-19,credix,587375
2023-08-19,goldfinch,1373843
2023-08-19,maple-finance,1919349
2023-08-19,ondo-finance,154448168
2023-08-19,polytrade,40
2023-08-19,ribbon-lend,119457
2023-08-19,swarm-markets,894869
2023-08-19,truefi,1112733
2023-08-20,centrifuge,984977
2023-08-20,credix,380266
2023-08-20,goldfinch,1372008
2023-08-20,maple-finance,2293357
2023-08-20,ondo-finance,154448168
2023-08-20,polytrade,40
2023-08-20,ribbon-lend,119457
2023-08-20,swarm-markets,934474
2023-08-20,truefi,1132196
2023-08-21,centrifuge,932339
2023-08-21,credix,277807
2023-08-21,goldfinch,1366076
2023-08-21,maple-finance,1923392
2023-08-21,ondo-finance,154461253
2023-08-21,polytrade,40
2023-08-21,ribbon-lend,119457
2023-08-21,swarm-markets,912166
2023-08-21,truefi,1108743
2023-08-22,centrifuge,922097
2023-08-22,credix,385952
2023-08-22,goldfinch,1531792
2023-08-22,maple-finance,1917261
2023-08-22,ondo-finance,152593618
2023-08-22,polytrade,40
2023-08-22,ribbon-lend,119576
2023-08-22,swarm-markets,920209
2023-08-22,truefi,1126787
2023-08-23,centrifuge,922597
2023-08-23,credix,1547357
2023-08-23,goldfinch,1455628
2023-08-23,maple-finance,1916846
2023-08-23,ondo-finance,154433646
2023-08-23,polytrade,40
2023-08-23,ribbon-lend,119457
2023-08-23,swarm-markets,939666
2023-08-23,truefi,1187615
2023-08-24,centrifuge,922597
2023-08-24,credix,1658053
2023-08-24,goldfinch,1425403
2023-08-24,maple-finance,8797304
2023-08-24,ondo-finance,154418666
2023-08-24,polytrade,40
2023-08-24,ribbon-lend,119445
2023-08-24,swarm-markets,937284
2023-08-24,truefi,1183529
2023-08-25,centrifuge,922434
2023-08-25,credix,1975158
2023-08-25,goldfinch,1404809
2023-08-25,maple-finance,1922873
2023-08-25,ondo-finance,155401072
2023-08-25,polytrade,40
2023-08-25,ribbon-lend,119457
2023-08-25,swarm-markets,919699
2023-08-25,truefi,1166189
2023-08-26,centrifuge,922597
2023-08-26,credix,2067259
2023-08-26,goldfinch,1395474
2023-08-26,maple-finance,1920949
2023-08-26,ondo-finance,155401694
2023-08-26,polytrade,40
2023-08-26,ribbon-lend,119457
2023-08-26,swarm-markets,916631
2023-08-26,truefi,1159877
2023-08-27,centrifuge,922108
2023-08-27,credix,2108760
2023-08-27,goldfinch,1372788
2023-08-27,maple-finance,1920224
2023-08-27,ondo-finance,155366573
2023-08-27,polytrade,40
2023-08-27,ribbon-lend,118926
2023-08-27,swarm-markets,864266
2023-08-27,truefi,1100640
2023-08-28,centrifuge,924442
2023-08-28,credix,2257251
2023-08-28,goldfinch,1216493
2023-08-28,maple-finance,1917630
2023-08-28,ondo-finance,156504646
2023-08-28,polytrade,40
2023-08-28,ribbon-lend,118953
2023-08-28,swarm-markets,834486
2023-08-28,truefi,1068146
2023-08-29,centrifuge,922038
2023-08-29,credix,2378739
2023-08-29,goldfinch,1208211
2023-08-29,maple-finance,2017492
2023-08-29,ondo-finance,157906588
2023-08-29,polytrade,40
2023-08-29,ribbon-lend,119191
2023-08-29,swarm-markets,767290
2023-08-29,truefi,1136459
2023-08-30,centrifuge,921811
2023-08-30,credix,2414776
2023-08-30,goldfinch,1200895
2023-08-30,maple-finance,2018578
2023-08-30,ondo-finance,157690500
2023-08-30,polytrade,40
2023-08-30,ribbon-lend,119072
2023-08-30,swarm-markets,772000
2023-08-30,truefi,1096723
2023-08-31,centrifuge,921979
2023-08-31,credix,1632893
2023-08-31,goldfinch,1159822
2023-08-31,maple-finance,2364399
2023-08-31,ondo-finance,157703871
2023-08-31,polytrade,40
2023-08-31,ribbon-lend,119072
2023-08-31,swarm-markets,730468
2023-08-31,truefi,1089017
2023-09-01,centrifuge,922162
2023-09-01,credix,1667059
2023-09-01,goldfinch,1072344
2023-09-01,maple-finance,2173410
2023-09-01,ondo-finance,159210804
2023-09-01,polytrade,40
2023-09-01,ribbon-lend,117942
2023-09-01,swarm-markets,723233
2023-09-01,truefi,1070461
2023-09-02,centrifuge,922297
2023-09-02,credix,1725902
2023-09-02,goldfinch,1109227
2023-09-02,maple-finance,2168907
2023-09-02,ondo-finance,159184853
2023-09-02,polytrade,40
2023-09-02,ribbon-lend,116916
2023-09-02,swarm-markets,715151
2023-09-02,truefi,1079026
2023-09-03,centrifuge,921908
2023-09-03,credix,1327282
2023-09-03,goldfinch,1094647
2023-09-03,maple-finance,3103170
2023-09-03,ondo-finance,159124671
2023-09-03,polytrade,40
2023-09-03,ribbon-lend,116872
2023-09-03,swarm-markets,734874
2023-09-03,truefi,1054044
2023-09-04,centrifuge,921831
2023-09-04,credix,1328804
2023-09-04,goldfinch,1084595
2023-09-04,maple-finance,3651624
2023-09-04,ondo-finance,159210804
2023-09-04,polytrade,40
2023-09-04,ribbon-lend,116936
2023-09-04,swarm-markets,698672
2023-09-04,truefi,1061339
2023-09-05,centrifuge,922177
2023-09-05,credix,1362104
2023-09-05,goldfinch,1144492
2023-09-05,maple-finance,1985729
2023-09-05,ondo-finance,159259386
2023-09-05,polytrade,40
2023-09-05,ribbon-lend,116834
2023-09-05,swarm-markets,698328
2023-09-05,truefi,1036855
2023-09-06,centrifuge,922326
2023-09-06,credix,1461735
2023-09-06,goldfinch,1147344
2023-09-06,maple-finance,2195456
2023-09-06,ondo-finance,165067344
2023-09-06,polytrade,40
2023-09-06,ribbon-lend,116834
2023-09-06,swarm-markets,711215
2023-09-06,truefi,1046991
2023-09-07,centrifuge,921592
2023-09-07,credix,1463500
2023-09-07,goldfinch,1128542
2023-09-07,maple-finance,2197128
2023-09-07,ondo-finance,164674490
2023-09-07,polytrade,40
2023-09-07,ribbon-lend,116951
2023-09-07,swarm-markets,737324
2023-09-07,truefi,1059660
2023-09-08,centrifuge,921591
2023-09-08,credix,1465350
2023-09-08,goldfinch,1118911
2023-09-08,maple-finance,2149759
2023-09-08,ondo-finance,162686700
2023-09-08,polytrade,40
2023-09-08,ribbon-lend,116801
2023-09-08,swarm-markets,739373
2023-09-08,truefi,1040644
2023-09-09,centrifuge,922281
2023-09-09,credix,1466658
2023-09-09,goldfinch,1104184
2023-09-09,maple-finance,2152443
2023-09-09,ondo-finance,162731940
2023-09-09,polytrade,40
2023-09-09,ribbon-lend,116823
2023-09-09,swarm-markets,736616
2023-09-09,truefi,1031365
2023-09-10,centrifuge,922516
2023-09-10,credix,1478852
2023-09-10,goldfinch,1105153
2023-09-10,maple-finance,2149905
2023-09-10,ondo-finance,162845073
2023-09-10,polytrade,40
2023-09-10,ribbon-lend,116941
2023-09-10,swarm-markets,737089
2023-09-10,truefi,1018797
2023-09-11,centrifuge,922597
2023-09-11,credix,1487931
2023-09-11,goldfinch,1144917
2023-09-11,maple-finance,2150922
2023-09-11,ondo-finance,164610752
2023-09-11,polytrade,40
2023-09-11,ribbon-lend,116824
2023-09-11,swarm-markets,703228
2023-09-11,truefi,995862
2023-09-12,centrifuge,922541
2023-09-12,credix,1490031
2023-09-12,goldfinch,1234834
2023-09-12,maple-finance,2158573
2023-09-12,ondo-finance,164552182
2023-09-12,polytrade,40
2023-09-12,ribbon-lend,116941
2023-09-12,swarm-markets,709234
2023-09-12,truefi,988589
2023-09-13,centrifuge,921285
2023-09-13,credix,1510996
2023-09-13,goldfinch,1094144
2023-09-13,maple-finance,21266432
2023-09-13,ondo-finance,164401686
2023-09-13,polytrade,40
2023-09-13,ribbon-lend,116824
2023-09-13,swarm-markets,704350
2023-09-13,truefi,1023638
2023-09-14,centrifuge,922321
2023-09-14,credix,1363282
2023-09-14,goldfinch,1255121
2023-09-14,maple-finance,20421086
2023-09-14,ondo-finance,164592121
2023-09-14,polytrade,40
2023-09-14,ribbon-lend,116941
2023-09-14,swarm-markets,698855
2023-09-14,truefi,1037471
2023-09-15,centrifuge,947497
2023-09-15,credix,1338310
2023-09-15,goldfinch,1320542
2023-09-15,maple-finance,20590946
2023-09-15,ondo-finance,164501387
2023-09-15,polytrade,40
2023-09-15,ribbon-lend,116824
2023-09-15,swarm-markets,697697
2023-09-15,truefi,1080122
2023-09-16,centrifuge,947270
2023-09-16,credix,1328033
2023-09-16,goldfinch,1313363
2023-09-16,maple-finance,20804969
2023-09-16,ondo-finance,164413378
2023-09-16,polytrade,40
2023-09-16,ribbon-lend,116555
2023-09-16,swarm-markets,677381
2023-09-16,truefi,1085731
2023-09-17,centrifuge,947497
2023-09-17,credix,1341510
2023-09-17,goldfinch,1313497
2023-09-17,maple-finance,21023488
2023-09-17,ondo-finance,164501387
2023-09-17,polytrade,40
2023-09-17,ribbon-lend,116617
2023-09-17,swarm-markets,683060
2023-09-17,truefi,1063986
2023-09-18,centrifuge,944086
2023-09-18,credix,1252828
2023-09-18,goldfinch,1368379
2023-09-18,maple-finance,20928545
2023-09-18,ondo-finance,197253323
2023-09-18,polytrade,40
2023-09-18,ribbon-lend,116608
2023-09-18,swarm-markets,671965
2023-09-18,truefi,71790
2023-09-19,centrifuge,943862
2023-09-19,credix,1241858
2023-09-19,goldfinch,1360958
2023-09-19,maple-finance,20939022
2023-09-19,ondo-finance,197208186
2023-09-19,polytrade,40
2023-09-19,ribbon-lend,116565
2023-09-19,swarm-markets,659551
2023-09-19,truefi,71655
2023-09-20,centrifuge,944390
2023-09-20,credix,1270573
2023-09-20,goldfinch,1344220
2023-09-20,maple-finance,20947232
2023-09-20,ondo-finance,197879096
2023-09-20,polytrade,40
2023-09-20,ribbon-lend,101575
2023-09-20,swarm-markets,670134
2023-09-20,truefi,71632
2023-09-21,centrifuge,944492
2023-09-21,credix,1272409
2023-09-21,goldfinch,1399684
2023-09-21,maple-finance,20781838
2023-09-21,ondo-finance,197956794
2023-09-21,polytrade,40
2023-09-21,ribbon-lend,101600
2023-09-21,swarm-markets,692720
2023-09-21,truefi,71686
2023-09-22,centrifuge,945437
2023-09-22,credix,1299691
2023-09-22,goldfinch,1429327
2023-09-22,maple-finance,20815323
2023-09-22,ondo-finance,197827388
2023-09-22,polytrade,40
2023-09-22,ribbon-lend,101601
2023-09-22,swarm-markets,671938
2023-09-22,truefi,71651
2023-09-23,centrifuge,944492
2023-09-23,credix,1299895
2023-09-23,goldfinch,1399876
2023-09-23,maple-finance,20388137
2023-09-23,ondo-finance,197858451
2023-09-23,polytrade,40
2023-09-23,ribbon-lend,101617
2023-09-23,swarm-markets,684039
2023-09-23,truefi,71703
2023-09-24,centrifuge,944124
2023-09-24,credix,1301195
2023-09-24,goldfinch,1398227
2023-09-24,maple-finance,20498590
2023-09-24,ondo-finance,198056310
2023-09-24,polytrade,40
2023-09-24,ribbon-lend,101718
2023-09-24,swarm-markets,671236
2023-09-24,truefi,71723
2023-09-25,centrifuge,944230
2023-09-25,credix,1331956
2023-09-25,goldfinch,1385624
2023-09-25,maple-finance,20568868
2023-09-25,ondo-finance,197822730
2023-09-25,polytrade,40
2023-09-25,ribbon-lend,101614
2023-09-25,swarm-markets,665766
2023-09-25,truefi,71641
2023-09-26,centrifuge,944375
2023-09-26,credix,1349685
2023-09-26,goldfinch,1373560
2023-09-26,maple-finance,20384921
2023-09-26,ondo-finance,198758193
2023-09-26,polytrade,40
2023-09-26,ribbon-lend,101573
2023-09-26,swarm-markets,675765
2023-09-26,truefi,71677
2023-09-27,centrifuge,944492
2023-09-27,credix,1425946
2023-09-27,goldfinch,1376435
2023-09-27,maple-finance,20503960
2023-09-27,ondo-finance,200415957
2023-09-27,polytrade,40
2023-09-27,ribbon-lend,101407
2023-09-27,swarm-markets,677440
2023-09-27,truefi,71613
2023-09-28,centrifuge,860430
2023-09-28,credix,1391044
2023-09-28,goldfinch,1366360
2023-09-28,maple-finance,19721791
2023-09-28,ondo-finance,201089911
2023-09-28,polytrade,40
2023-09-28,ribbon-lend,101718
2023-09-28,swarm-markets,686983
2023-09-28,truefi,71714
2023-09-29,centrifuge,860643
2023-09-29,credix,1377772
2023-09-29,goldfinch,1356513
2023-09-29,maple-finance,20511227
2023-09-29,ondo-finance,202420134
2023-09-29,polytrade,40
2023-09-29,ribbon-lend,101617
2023-09-29,swarm-markets,696017
2023-09-29,truefi,71678
2023-09-30,centrifuge,860370
2023-09-30,credix,1377091
2023-09-30,goldfinch,1350055
2023-09-30,maple-finance,20730000
2023-09-30,ondo-finance,202320139
2023-09-30,polytrade,40
2023-09-30,ribbon-lend,101567
2023-09-30,swarm-markets,783032
2023-09-30,truefi,71673
2023-10-01,centrifuge,860485
2023-10-01,credix,1326684
2023-10-01,goldfinch,1348830
2023-10-01,maple-finance,20818455
2023-10-01,ondo-finance,202420134
2023-10-01,polytrade,40
2023-10-01,ribbon-lend,101617
2023-10-01,swarm-markets,854411
2023-10-01,truefi,71684
2023-10-02,centrifuge,860612
2023-10-02,credix,1308505
2023-10-02,goldfinch,1381069
2023-10-02,maple-finance,20880166
2023-10-02,ondo-finance,202267921
2023-10-02,polytrade,40
2023-10-02,ribbon-lend,101617
2023-10-02,swarm-markets,849396
2023-10-02,truefi,71717
2023-10-03,centrifuge,860232
2023-10-03,credix,1321005
2023-10-03,goldfinch,1363886
2023-10-03,maple-finance,21274205
2023-10-03,ondo-finance,202523552
2023-10-03,polytrade,40
2023-10-03,ribbon-lend,101617
2023-10-03,swarm-markets,853720
2023-10-03,truefi,71511
2023-10-04,centrifuge,859785
2023-10-04,credix,1320393
2023-10-04,goldfinch,1439903
2023-10-04,maple-finance,20367887
2023-10-04,ondo-finance,204017831
2023-10-04,polytrade,40
2023-10-04,ribbon-lend,101570
2023-10-04,swarm-markets,792845
2023-10-04,truefi,71712
2023-10-05,centrifuge,860456
2023-10-05,credix,1321005
2023-10-05,goldfinch,2174713
2023-10-05,maple-finance,20307446
2023-10-05,ondo-finance,204179896
2023-10-05,polytrade,40
2023-10-05,ribbon-lend,101617
2023-10-05,swarm-markets,760504
2023-10-05,truefi,71798
2023-10-06,centrifuge,859830
2023-10-06,credix,377072
2023-10-06,goldfinch,1957358
2023-10-06,maple-finance,21001935
2023-10-06,ondo-finance,204273232
2023-10-06,polytrade,40
2023-10-06,ribbon-lend,101567
2023-10-06,swarm-markets,740941
2023-10-06,truefi,71717
2023-10-07,centrifuge,860023
2023-10-07,credix,377223
2023-10-07,goldfinch,1912969
2023-10-07,maple-finance,20824260
2023-10-07,ondo-finance,204273232
2023-10-07,polytrade,40
2023-10-07,ribbon-lend,101608
2023-10-07,swarm-markets,738883
2023-10-07,truefi,71769
2023-10-08,centrifuge,859738
2023-10-08,credix,377040
2023-10-08,goldfinch,1885267
2023-10-08,maple-finance,21409278
2023-10-08,ondo-finance,204277815
2023-10-08,polytrade,40
2023-10-08,ribbon-lend,101610
2023-10-08,swarm-markets,736147
2023-10-08,truefi,71787
2023-10-09,centrifuge,860643
2023-10-09,credix,377120
2023-10-09,goldfinch,1747758
2023-10-09,maple-finance,21311627
2023-10-09,ondo-finance,205598109
2023-10-09,polytrade,40
2023-10-09,ribbon-lend,101580
2023-10-09,swarm-markets,727420
2023-10-09,truefi,71723
2023-10-10,centrifuge,859286
2023-10-10,credix,398531
2023-10-10,goldfinch,1698273
2023-10-10,maple-finance,20633646
2023-10-10,ondo-finance,206872754
2023-10-10,polytrade,40
2023-10-10,ribbon-lend,101616
2023-10-10,swarm-markets,684462
2023-10-10,truefi,71790
2023-10-11,centrifuge,859766
2023-10-11,credix,405607
2023-10-11,goldfinch,1769731
2023-10-11,maple-finance,19979365
2023-10-11,ondo-finance,206989577
2023-10-11,polytrade,40
2023-10-11,ribbon-lend,101603
2023-10-11,swarm-markets,682965
2023-10-11,truefi,71735
2023-10-12,centrifuge,859766
2023-10-12,credix,318298
2023-10-12,goldfinch,1801849
2023-10-12,maple-finance,19236622
2023-10-12,ondo-finance,204842237
2023-10-12,polytrade,40
2023-10-12,ribbon-lend,101603
2023-10-12,swarm-markets,668569
2023-10-12,truefi,71712
2023-10-13,centrifuge,859766
2023-10-13,credix,240401
2023-10-13,goldfinch,1758782
2023-10-13,maple-finance,19209858
2023-10-13,ondo-finance,205043039
2023-10-13,polytrade,40
2023-10-13,ribbon-lend,101585
2023-10-13,swarm-markets,706497
2023-10-13,truefi,71736
2023-10-14,centrifuge,859766
2023-10-14,credix,240428
2023-10-14,goldfinch,1920273
2023-10-14,maple-finance,20862090
2023-10-14,ondo-finance,205036976
2023-10-14,polytrade,40
2023-10-14,ribbon-lend,101596
2023-10-14,swarm-markets,730722
2023-10-14,truefi,71734
2023-10-15,centrifuge,859766
2023-10-15,credix,240686
2023-10-15,goldfinch,1905669
2023-10-15,maple-finance,21025209
2023-10-15,ondo-finance,204965654
2023-10-15,polytrade,40
2023-10-15,ribbon-lend,101705
2023-10-15,swarm-markets,726560
2023-10-15,truefi,71795
2023-10-16,centrifuge,859766
2023-10-16,credix,240329
2023-10-16,goldfinch,1979317
2023-10-16,maple-finance,23664661
2023-10-16,ondo-finance,202202157
2023-10-16,polytrade,40
2023-10-16,ribbon-lend,101554
2023-10-16,swarm-markets,732883
2023-10-16,truefi,71664
2023-10-17,centrifuge,859766
2023-10-17,credix,248493
2023-10-17,goldfinch,1850220
2023-10-17,maple-finance,19077175
2023-10-17,ondo-finance,202483296
2023-10-17,polytrade,40
2023-10-17,ribbon-lend,101554
2023-10-17,swarm-markets,731019
2023-10-17,truefi,71674
2023-10-18,centrifuge,859766
2023-10-18,credix,235912
2023-10-18,goldfinch,1936441
2023-10-18,maple-finance,20369491
2023-10-18,ondo-finance,200932662
2023-10-18,polytrade,40
2023-10-18,ribbon-lend,101603
2023-10-18,swarm-markets,844275
2023-10-18,truefi,71729
2023-10-19,centrifuge,859766
2023-10-19,credix,235887
2023-10-19,goldfinch,1979140
2023-10-19,maple-finance,19278282
2023-10-19,ondo-finance,200997574
2023-10-19,polytrade,40
2023-10-19,ribbon-lend,101592
2023-10-19,swarm-markets,922750
2023-10-19,truefi,71705
2023-10-20,centrifuge,859766
2023-10-20,credix,674415
2023-10-20,goldfinch,1961392
2023-10-20,maple-finance,27289180
2023-10-20,ondo-finance,200355377
2023-10-20,polytrade,40
2023-10-20,ribbon-lend,101550
2023-10-20,swarm-markets,927688
2023-10-20,truefi,71699
2023-10-21,centrifuge,859766
2023-10-21,credix,674415
2023-10-21,goldfinch,1955380
2023-10-21,maple-finance,27767836
2023-10-21,ondo-finance,200355377
2023-10-21,polytrade,40
2023-10-21,ribbon-lend,101603
2023-10-21,swarm-markets,892300
2023-10-21,truefi,71685
2023-10-22,centrifuge,859766
2023-10-22,credix,674415
2023-10-22,goldfinch,1907113
2023-10-22,maple-finance,28244027
2023-10-22,ondo-finance,200356324
2023-10-22,polytrade,40
2023-10-22,ribbon-lend,101705
2023-10-22,swarm-markets,887340
2023-10-22,truefi,71638
2023-10-23,centrifuge,859766
2023-10-23,credix,588475
2023-10-23,goldfinch,1938573
2023-10-23,maple-finance,21000571
2023-10-23,ondo-finance,198874490
2023-10-23,polytrade,40
2023-10-23,ribbon-lend,101702
2023-10-23,swarm-markets,951815
2023-10-23,truefi,72217
2023-10-24,centrifuge,859766
2023-10-24,credix,585940
2023-10-24,goldfinch,1483451
2023-10-24,maple-finance,21021230
2023-10-24,ondo-finance,191003870
2023-10-24,polytrade,40
2023-10-24,ribbon-lend,101263
2023-10-24,swarm-markets,1022891
2023-10-24,truefi,71540
2023-10-25,centrifuge,1173610
2023-10-25,credix,662993
2023-10-25,goldfinch,1485539
2023-10-25,maple-finance,27977326
2023-10-25,ondo-finance,191018877
2023-10-25,polytrade,40
2023-10-25,ribbon-lend,101397
2023-10-25,swarm-markets,1056505
2023-10-25,truefi,71721
2023-10-26,centrifuge,1173610
2023-10-26,credix,561450
2023-10-26,goldfinch,1481002
2023-10-26,maple-finance,31208434
2023-10-26,ondo-finance,191072472
2023-10-26,polytrade,40
2023-10-26,ribbon-lend,101397
2023-10-26,swarm-markets,1136619
2023-10-26,truefi,71629
2023-10-27,centrifuge,1173610
2023-10-27,credix,237741
2023-10-27,goldfinch,1474586
2023-10-27,maple-finance,21721717
2023-10-27,ondo-finance,191166733
2023-10-27,polytrade,40
2023-10-27,ribbon-lend,101397
2023-10-27,swarm-markets,1097857
2023-10-27,truefi,71734
2023-10-28,centrifuge,1173610
2023-10-28,credix,226289
2023-10-28,goldfinch,1466345
2023-10-28,maple-finance,40245744
2023-10-28,ondo-finance,191166733
2023-10-28,polytrade,40
2023-10-28,ribbon-lend,101377
2023-10-28,swarm-markets,1094055
2023-10-28,truefi,71712
2023-10-29,centrifuge,1163336
2023-10-29,credix,226335
2023-10-29,goldfinch,1460909
2023-10-29,maple-finance,39872545
2023-10-29,ondo-finance,191166733
2023-10-29,polytrade,40
2023-10-29,ribbon-lend,101386
2023-10-29,swarm-markets,1114768
2023-10-29,truefi,71744
2023-10-30,centrifuge,1163336
2023-10-30,credix,195794
2023-10-30,goldfinch,1454294
2023-10-30,maple-finance,39743954
2023-10-30,ondo-finance,227553207
2023-10-30,polytrade,40
2023-10-30,ribbon-lend,101381
2023-10-30,swarm-markets,1297589
2023-10-30,truefi,71756
2023-10-31,centrifuge,1163336
2023-10-31,credix,94129
2023-10-31,goldfinch,1452871
2023-10-31,maple-finance,40237852
2023-10-31,ondo-finance,196662367
2023-10-31,polytrade,40
2023-10-31,ribbon-lend,101397
2023-10-31,swarm-markets,1255862
2023-10-31,truefi,71700
2023-11-01,centrifuge,1163336
2023-11-01,credix,158247
2023-11-01,goldfinch,1451463
2023-11-01,maple-finance,40520553
2023-11-01,ondo-finance,173730489
2023-11-01,polytrade,40
2023-11-01,ribbon-lend,101382
2023-11-01,swarm-markets,1234747
2023-11-01,truefi,71663
2023-11-02,centrifuge,1163990
2023-11-02,credix,158428
2023-11-02,goldfinch,1451148
2023-11-02,maple-finance,40794495
2023-11-02,ondo-finance,203628206
2023-11-02,polytrade,40
2023-11-02,ribbon-lend,101283
2023-11-02,swarm-markets,1180050
2023-11-02,truefi,71653
2023-11-03,centrifuge,1164368
2023-11-03,credix,2309381
2023-11-03,goldfinch,1379018
2023-11-03,maple-finance,41562494
2023-11-03,ondo-finance,203446999
2023-11-03,polytrade,40
2023-11-03,ribbon-lend,101397
2023-11-03,swarm-markets,1195453
2023-11-03,truefi,71660
2023-11-04,centrifuge,1164368
2023-11-04,credix,2308538
2023-11-04,goldfinch,1365449
2023-11-04,maple-finance,40621205
2023-11-04,ondo-finance,203451727
2023-11-04,polytrade,40
2023-11-04,ribbon-lend,101360
2023-11-04,swarm-markets,1199099
2023-11-04,truefi,71702
2023-11-05,centrifuge,1164368
2023-11-05,credix,2311691
2023-11-05,goldfinch,1361873
2023-11-05,maple-finance,41236844
2023-11-05,ondo-finance,203456455
2023-11-05,polytrade,40
2023-11-05,ribbon-lend,101398
2023-11-05,swarm-markets,1085225
2023-11-05,truefi,71774
2023-11-06,centrifuge,1164368
2023-11-06,credix,1054286
2023-11-06,goldfinch,1358423
2023-11-06,maple-finance,41974916
2023-11-06,ondo-finance,203442627
2023-11-06,polytrade,40
2023-11-06,swarm-markets,1134602
2023-11-06,truefi,71670
2023-11-07,centrifuge,1164368
2023-11-07,credix,1054715
2023-11-07,goldfinch,1330439
2023-11-07,maple-finance,44797004
2023-11-07,ondo-finance,203551074
2023-11-07,polytrade,40
2023-11-07,ribbon-lend,101296
2023-11-07,swarm-markets,1156258
2023-11-07,truefi,71729
2023-11-08,centrifuge,1164368
2023-11-08,credix,1052385
2023-11-08,goldfinch,1395508
2023-11-08,maple-finance,51697538
2023-11-08,ondo-finance,204110365
2023-11-08,polytrade,40
2023-11-08,ribbon-lend,100282
2023-11-08,swarm-markets,1247476
2023-11-08,truefi,72074
2023-11-09,centrifuge,1164368
2023-11-09,credix,390225
2023-11-09,goldfinch,1387267
2023-11-09,maple-finance,47106315
2023-11-09,ondo-finance,202905013
2023-11-09,polytrade,40
2023-11-09,ribbon-lend,100404
2023-11-09,swarm-markets,1210161
2023-11-09,truefi,71749
2023-11-10,centrifuge,1164368
2023-11-10,credix,171262
2023-11-10,goldfinch,1353339
2023-11-10,maple-finance,46459514
2023-11-10,ondo-finance,203035138
2023-11-10,polytrade,40
2023-11-10,ribbon-lend,100393
2023-11-10,swarm-markets,1254599
2023-11-10,truefi,71731
2023-11-11,centrifuge,1164368
2023-11-11,credix,133623
